KEYTAB_KEY;KEYTAB_KURZTEXT;KEYTAB_LANGTEXT_1;KEYTAB_LANGTEXT_2
16110;Säge- und Hobelwerke;Säge- und Hobelwerke;
1612;Bearbeitung und Veredlung von Holz;Bearbeitung und Veredlung von Holz;
16120;Bearbeitung und Veredlung von Holz;Bearbeitung und Veredlung von Holz;
162;Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren;Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren;
1621;Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten;Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten;
16210;Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten;Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten;
1622;Herstellung von Parketttafeln;Herstellung von Parketttafeln;
16220;Herstellung von Parketttafeln;Herstellung von Parketttafeln;
1623;Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen aus Holz;Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz;
16230;Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen aus Holz;Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz;
1624;Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz;Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz;
16241;Herstellung von Paletten und anderen Ladungsträgern aus Holz;Herstellung von Paletten und anderen Ladungsträgern aus Holz;
16242;Herstellung von Verpackungsmitteln aus Holz und von Böttcherwaren;Herstellung von Verpackungsmitteln aus Holz und von Böttcherwaren;
1625;Herstellung von Türen und Fenstern aus Holz;Herstellung von Türen und Fenstern aus Holz;
16250;Herstellung von Türen und Fenstern aus Holz;Herstellung von Türen und Fenstern aus Holz;
1626;Herstellung von festen Brennstoffen aus pflanzlicher Biomasse;Herstellung von festen Brennstoffen aus pflanzlicher Biomasse;
16260;Herstellung von festen Brennstoffen aus pflanzlicher Biomasse;Herstellung von festen Brennstoffen aus pflanzlicher Biomasse;
1627;Veredlung von Holzwaren;Veredlung von Holzwaren;
16270;Veredlung von Holzwaren;Veredlung von Holzwaren;
1628;Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren;Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren;
16280;Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren;Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren;
17;Herstellung von Papier, Pappe und Waren daraus;Herstellung von Papier, Pappe und Waren daraus;
171;Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe;Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe;
1711;Herstellung von Holz- und Zellstoff;Herstellung von Holz- und Zellstoff;
17110;Herstellung von Holz- und Zellstoff;Herstellung von Holz- und Zellstoff;
1712;Herstellung von Papier, Karton und Pappe;Herstellung von Papier, Karton und Pappe;
17120;Herstellung von Papier, Karton und Pappe;Herstellung von Papier, Karton und Pappe;
172;Herstellung von Waren aus Papier, Karton und Pappe;Herstellung von Waren aus Papier, Karton und Pappe;
1721;Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe;Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe;
17210;Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe;Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe;
1722;Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe;Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe;
17220;Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe;Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe;
1723;Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe;Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe;
17230;Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe;Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe;
1724;Herstellung von Tapeten;Herstellung von Tapeten;
17240;Herstellung von Tapeten;Herstellung von Tapeten;
1725;Herstellung von sonstigen Waren aus Papier, Karton und Pappe;Herstellung von sonstigen Waren aus Papier, Karton und Pappe;
17250;Herstellung von sonstigen Waren aus Papier, Karton und Pappe;Herstellung von sonstigen Waren aus Papier, Karton und Pappe;
18;Herstellung von Druckerzeugnissen, Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;Herstellung von Druckerzeugnissen, Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;
181;Herstellung von Druckerzeugnissen;Herstellung von Druckerzeugnissen;
1811;Drucken von Zeitungen;Drucken von Zeitungen;
18110;Drucken von Zeitungen;Drucken von Zeitungen;
1812;Sonstiges Drucken;Sonstiges Drucken;
18120;Sonstiges Drucken;Sonstiges Drucken;
181202;Siebdruck;Siebdruck;
181203;Digitaldruck;Digitaldruck;
181204;Foliendruck;Foliendruck;
1813;Druck- und Medienvorstufe;Druck- und Medienvorstufe;
18130;Druck- und Medienvorstufe;Druck- und Medienvorstufe;
1814;Binden von Druckerzeugnissen und damit verbundene Dienstleistungen;Binden von Druckerzeugnissen und damit verbundene Dienstleistungen;
18140;Binden von Druckerzeugnissen und damit verbundene Dienstleistungen;Binden von Druckerzeugnissen und damit verbundene Dienstleistungen;
182;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;
1820;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;
18200;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;Vervielfältigung von bespielten Ton-, Bild- und Datenträgern;
182001;Flachdruck, Offsetdruck;Flachdruck, Offsetdruck;
19;Kokerei und Mineralölverarbeitung;Kokerei und Mineralölverarbeitung;
191;Kokerei;Kokerei;
1910;Kokerei;Kokerei;
19100;Kokerei;Kokerei;
192;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;
1920;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;
19200;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen;
20;Herstellung von chemischen Erzeugnissen;Herstellung von chemischen Erzeugnissen;
201;Herstellung von chemischen Grundstoffen, Kunststoffen und synthetischem Kautschuk in Primärformen;Herstellung von chemischen Grundstoffen, Düngemitteln und Stickstoffverbindungen, Kunststoffen in Primärformen und synthetischem Kautschuk in Primärformen;
2011;Herstellung von Industriegasen;Herstellung von Industriegasen;
20110;Herstellung von Industriegasen;Herstellung von Industriegasen;
2012;Herstellung von Farbstoffen und Pigmenten;Herstellung von Farbstoffen und Pigmenten;
20120;Herstellung von Farbstoffen und Pigmenten;Herstellung von Farbstoffen und Pigmenten;
2013;Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien;Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien;
20130;Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien;Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien;
2014;Herstellung von sonstigen organischen Grundstoffen und Chemikalien;Herstellung von sonstigen organischen Grundstoffen und Chemikalien;
20140;Herstellung von sonstigen organischen Grundstoffen und Chemikalien;Herstellung von sonstigen organischen Grundstoffen und Chemikalien;
2015;Herstellung von Düngemitteln und Stickstoffverbindungen;Herstellung von Düngemitteln und Stickstoffverbindungen;
20150;Herstellung von Düngemitteln und Stickstoffverbindungen;Herstellung von Düngemitteln und Stickstoffverbindungen;
2016;Herstellung von Kunststoffen in Primärformen;Herstellung von Kunststoffen in Primärformen;
20160;Herstellung von Kunststoffen in Primärformen;Herstellung von Kunststoffen in Primärformen;
2017;Herstellung von synthetischem Kautschuk in Primärformen;Herstellung von synthetischem Kautschuk in Primärformen;
20170;Herstellung von synthetischem Kautschuk in Primärformen;Herstellung von synthetischem Kautschuk in Primärformen;
202;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;
2020;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;
20200;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln;
203;Herstellung von Anstrichmitteln, Druckfarben und Kitten;Herstellung von Anstrichmitteln, Druckfarben und Kitten;
2030;Herstellung von Anstrichmitteln, Druckfarben und Kitten;Herstellung von Anstrichmitteln, Druckfarben und Kitten;
20300;Herstellung von Anstrichmitteln, Druckfarben und Kitten;Herstellung von Anstrichmitteln, Druckfarben und Kitten;
204;Herstellung von Wasch-, Reinigungs- und Poliermitteln;Herstellung von Wasch-, Reinigungs- und Poliermitteln;
2041;Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln;Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln;
20410;Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln;Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln;
2042;Herstellung von Körperpflegemitteln und Duftstoffen;Herstellung von Körperpflegemitteln und Duftstoffen;
20420;Herstellung von Körperpflegemitteln und Duftstoffen;Herstellung von Körperpflegemitteln und Duftstoffen;
204201;Herstellung von Naturkosmetik;Herstellung von Naturkosmetik;
204202;Herstellung von Duftstoffen;Herstellung von Duftstoffen;
204203;Herstellung von Körperpflegemitteln;Herstellung von Körperpflegemitteln;
205;Herstellung von sonstigen chemischen Erzeugnissen;Herstellung von sonstigen chemischen Erzeugnissen;
2051;Herstellung von flüssigen Biokraftstoffen;Herstellung von flüssigen Biokraftstoffen;
20510;Herstellung von flüssigen Biokraftstoffen;Herstellung von flüssigen Biokraftstoffen;
2059;Herstellung von sonstigen chemischen Erzeugnissen a. n. g.;Herstellung von sonstigen chemischen Erzeugnissen a. n. g.;
20591;Herstellung von pyrotechnischen Erzeugnissen;Herstellung von pyrotechnischen Erzeugnissen;
20592;Herstellung von Klebstoffen;Herstellung von Klebstoffen;
20593;Herstellung von ätherischen Ölen;Herstellung von ätherischen Ölen;
20599;Herstellung von sonstigen chemischen Erzeugnissen a. n. g.;Herstellung von sonstigen chemischen Erzeugnissen a. n. g.;
206;Herstellung von Chemiefasern;Herstellung von Chemiefasern;
2060;Herstellung von Chemiefasern;Herstellung von Chemiefasern;
20600;Herstellung von Chemiefasern;Herstellung von Chemiefasern;
21;Herstellung von pharmazeutischen Erzeugnissen;Herstellung von pharmazeutischen Erzeugnissen;
211;Herstellung von pharmazeutischen Grundstoffen;Herstellung von pharmazeutischen Grundstoffen;
2110;Herstellung von pharmazeutischen Grundstoffen;Herstellung von pharmazeutischen Grundstoffen;
21100;Herstellung von pharmazeutischen Grundstoffen;Herstellung von pharmazeutischen Grundstoffen;
212;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;
2120;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;
21200;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen;
22;Herstellung von Gummi- und Kunststoffwaren;Herstellung von Gummi- und Kunststoffwaren;
221;Herstellung von Gummiwaren;Herstellung von Gummiwaren;
2211;Herstellung und Runderneuerung von Bereifungen;Herstellung und Runderneuerung von Bereifungen;
22110;Herstellung und Runderneuerung von Bereifungen;Herstellung und Runderneuerung von Bereifungen;
2212;Herstellung von sonstigen Gummiwaren;Herstellung von sonstigen Gummiwaren;
22121;Herstellung von Kautschuk, Kautschukmischungen und Halbzeug daraus;Herstellung von Kautschuk, Kautschukmischungen und Halbzeug daraus;
22129;Herstellung von sonstigen Gummiwaren a. n. g.;Herstellung von sonstigen Gummiwaren a. n. g.;
222;Herstellung von Kunststoffwaren;Herstellung von Kunststoffwaren;
2221;Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen;Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen;
22210;Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen;Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen;
2222;Herstellung von Verpackungsmitteln aus Kunststoffen;Herstellung von Verpackungsmitteln aus Kunststoffen;
22220;Herstellung von Verpackungsmitteln aus Kunststoffen;Herstellung von Verpackungsmitteln aus Kunststoffen;
2223;Herstellung von Türen und Fenstern aus Kunststoffen;Herstellung von Türen und Fenstern aus Kunststoffen;
22230;Herstellung von Türen und Fenstern aus Kunststoffen;Herstellung von Türen und Fenstern aus Kunststoffen;
2224;Herstellung von Baubedarfsartikeln aus Kunststoffen;Herstellung von Baubedarfsartikeln aus Kunststoffen;
22240;Herstellung von Baubedarfsartikeln aus Kunststoffen;Herstellung von Baubedarfsartikeln aus Kunststoffen;
2225;Bearbeitung und Veredlung von Kunststoffwaren;Bearbeitung und Veredlung von Kunststoffwaren;
22250;Bearbeitung und Veredlung von Kunststoffwaren;Bearbeitung und Veredlung von Kunststoffwaren;
2226;Herstellung von sonstigen Kunststoffwaren;Herstellung von sonstigen Kunststoffwaren;
22261;Herstellung von Haushalts- oder Hauswirtschaftsartikeln aus Kunststoffen;Herstellung von Haushalts- oder Hauswirtschaftsartikeln aus Kunststoffen;
22262;Herstellung von Büro- oder Schulartikeln aus Kunststoffen;Herstellung von Büro- oder Schulartikeln aus Kunststoffen;
22269;Herstellung von sonstigen Kunststoffwaren a. n. g.;Herstellung von sonstigen Kunststoffwaren a. n. g.;
23;Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden;Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden;
231;Herstellung von Glas und Glaswaren;Herstellung von Glas und Glaswaren;
2311;Herstellung von Flachglas;Herstellung von Flachglas;
23110;Herstellung von Flachglas;Herstellung von Flachglas;
2312;Veredlung und Bearbeitung von Flachglas;Veredlung und Bearbeitung von Flachglas;
23120;Veredlung und Bearbeitung von Flachglas;Veredlung und Bearbeitung von Flachglas;
2313;Herstellung von Hohlglas;Herstellung von Hohlglas;
23131;Herstellung von Flaschen und anderen Behältnissen aus Glas;Herstellung von Flaschen und anderen Behältnissen aus Glas;
23139;Herstellung von Trinkgläsern und anderen Haushaltswaren aus Glas a. n. g.;Herstellung von Trinkgläsern und anderen Haushaltswaren aus Glas a. n. g.;
2314;Herstellung von Glasfasern und Waren daraus;Herstellung von Glasfasern und Waren daraus;
23140;Herstellung von Glasfasern und Waren daraus;Herstellung von Glasfasern und Waren daraus;
2315;Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren;Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren;
23150;Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren;Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren;
232;Herstellung von feuerfesten keramischen Werkstoffen und Waren;Herstellung von feuerfesten keramischen Werkstoffen und Waren;
2320;Herstellung von feuerfesten keramischen Werkstoffen und Waren;Herstellung von feuerfesten keramischen Werkstoffen und Waren;
23200;Herstellung von feuerfesten keramischen Werkstoffen und Waren;Herstellung von feuerfesten keramischen Werkstoffen und Waren;
233;Herstellung von keramischen Baumaterialien;Herstellung von keramischen Baumaterialien;
2331;Herstellung von keramischen Wand- und Bodenfliesen und -platten;Herstellung von keramischen Wand- und Bodenfliesen und -platten;
23310;Herstellung von keramischen Wand- und Bodenfliesen und -platten;Herstellung von keramischen Wand- und Bodenfliesen und -platten;
2332;Herstellung von Ziegeln und sonstiger Baukeramik;Herstellung von Ziegeln und sonstiger Baukeramik;
23320;Herstellung von Ziegeln und sonstiger Baukeramik;Herstellung von Ziegeln und sonstiger Baukeramik;
234;Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen;Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen;
2341;Herstellung von keramischen Haushaltswaren und Ziergegenständen;Herstellung von keramischen Haushaltswaren und Ziergegenständen;
23410;Herstellung von keramischen Haushaltswaren und Ziergegenständen;Herstellung von keramischen Haushaltswaren und Ziergegenständen;
2342;Herstellung von Sanitärkeramik;Herstellung von Sanitärkeramik;
23420;Herstellung von Sanitärkeramik;Herstellung von Sanitärkeramik;
2343;Herstellung von Isolatoren und Isolierteilen aus Keramik;Herstellung von Isolatoren und Isolierteilen aus Keramik;
23430;Herstellung von Isolatoren und Isolierteilen aus Keramik;Herstellung von Isolatoren und Isolierteilen aus Keramik;
